MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,OverallQual_1,OverallQual_2,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_6,OverallQual_7,OverallQual_8,OverallQual_9,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
10,4.532599493153256,9.202409001649903,1,1,0,0,4,1996,1997,0.0,2,4,2,4,0,2,6.760414691083428,6,0.0,5.545177444479562,1117.0,0,1,7.028201432058005,6.787844982309579,0.0,7.607878073278507,1.0,0.0,2,1,3,0.6931471805599453,3,8,6,1,5,1997.0,3,2.0,455.0,5,5,2,5.198497031265826,4.875197323201151,0.0,0.0,0.0,0.0,3,4,0.0,8,1,8.049107721326406,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.343805421853684,9.122492281402987,1,1,3,0,4,2007,2007,4.948759890378168,2,4,2,4,0,6,0.0,6,0.0,7.311218384419629,1496.0,0,1,7.311218384419629,0.0,0.0,7.311218384419629,0.0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,2007.0,0,2.0,474.0,5,5,2,5.1298987149230735,4.875197323201151,0.0,0.0,0.0,0.0,3,4,0.0,8,1,8.0040315078527,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,4.174387269895637,9.290352309945568,1,1,0,0,4,1994,1996,0.0,2,4,2,4,3,6,0.0,6,0.0,6.569481420414296,712.0,0,1,6.99117688712121,6.697034247666484,0.0,7.547501682814967,0.0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1994.0,0,2.0,409.0,5,5,2,4.969813299576001,3.8501476017100584,0.0,0.0,0.0,0.0,3,4,6.2166061010848646,1,2,7.866338923046544,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.2626798770413155,9.036106025364846,1,1,3,0,5,1980,1981,4.875197323201151,3,4,2,4,3,6,0.0,6,0.0,6.478509642208569,650.0,4,1,6.790097235513905,6.517671272912275,0.0,7.355641102974253,0.0,0.0,2,1,3,0.6931471805599453,3,7,6,1,5,1980.0,3,2.0,476.0,5,5,2,0.0,3.9318256327243257,0.0,0.0,5.3230099791384085,0.0,3,2,0.0,6,4,7.703007682479236,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.276666119016055,9.011645501064283,1,1,3,0,4,1977,1977,5.003946305945459,3,4,4,4,3,6,0.0,6,0.0,6.493753839851686,660.0,0,1,7.1592919047975645,0.0,0.0,7.1592919047975645,0.0,0.0,1,1,3,0.6931471805599453,3,7,6,1,5,1977.0,2,2.0,528.0,5,5,2,4.9344739331306915,0.0,0.0,0.0,0.0,0.0,3,2,0.0,6,1,7.57353126274595,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.060443010546419,8.946114375560743,1,1,3,0,4,1953,1953,0.0,3,4,4,4,3,1,6.3473892096560105,6,0.0,5.318119993844216,773.0,2,1,6.651571873589727,0.0,0.0,6.651571873589727,0.0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,1953.0,3,1.0,240.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,6,2,7.344072850573066,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,4.653960350157523,9.511851382364405,1,1,3,0,4,2008,2009,6.7580945044277305,0,4,0,4,3,6,0.0,6,0.0,7.563719668414366,1926.0,0,1,7.584264818389059,7.069023426578259,0.0,8.052296499538647,0.0,0.0,3,1,4,0.6931471805599453,0,11,6,2,2,2009.0,0,3.0,820.0,5,5,2,4.976733742420574,4.3694478524670215,0.0,0.0,0.0,0.0,3,4,0.0,9,3,8.53050420547591,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,4.110873864173311,8.881975184248867,1,1,3,0,6,1937,1950,5.53338948872752,3,4,2,4,3,0,6.345636360828596,6,0.0,5.093750200806762,731.0,0,1,6.889591308354466,6.669498089857879,0.0,7.478169694159785,1.0,0.0,1,1,3,0.6931471805599453,2,7,6,2,5,1939.0,3,1.0,240.0,5,5,2,0.0,0.0,5.579729825986222,0.0,0.0,0.0,3,2,0.0,8,1,7.824046010856292,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.382026634673881,9.457122321855792,1,1,0,1,4,1997,1997,0.0,3,4,2,4,1,2,6.137727054086234,6,0.0,5.043425116919247,616.0,2,1,6.424869023905388,6.9782137426306985,0.0,7.4318919168078,1.0,0.0,2,1,4,0.6931471805599453,2,8,6,0,3,1997.0,2,2.0,603.0,5,5,2,6.0014148779611505,4.74493212836325,5.225746673713202,0.0,0.0,0.0,3,4,5.993961427306569,7,2,7.742835955430749,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,3.713572066704308,8.476579508530941,1,1,3,0,6,1916,1990,0.0,3,4,4,4,3,3,5.288267030694535,6,0.0,6.907755278982137,1196.0,0,1,7.087573705557973,0.0,0.0,7.087573705557973,1.0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,1957.0,3,2.0,440.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,9,1,7.780303087908373,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.1588830833596715,9.011889433252344,1,1,3,0,4,2005,2005,0.0,2,4,2,4,0,2,6.47543271670409,6,0.0,4.394449154672439,728.0,0,1,6.591673732008658,6.591673732008658,0.0,7.284134806195205,1.0,0.0,2,1,3,0.6931471805599453,2,7,6,1,2,2005.0,0,2.0,410.0,5,5,2,3.6109179126442243,2.9444389791664403,0.0,0.0,0.0,0.0,3,4,0.0,1,2,7.68937110752969,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,4.68213122712422,9.539068413863964,1,1,3,0,4,2008,2009,6.052089168924417,0,4,0,4,1,6,0.0,6,0.0,7.45876269238096,1734.0,0,1,7.45876269238096,6.9930151229329605,0.0,7.945555428253489,0.0,0.0,3,1,4,0.6931471805599453,0,12,6,1,2,2009.0,2,3.0,1020.0,5,5,2,3.970291913552122,5.14166355650266,0.0,0.0,5.262690188904886,0.0,3,4,0.0,0,3,8.424419791263883,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,4.330733340286331,9.105090961257085,1,1,3,0,4,1954,1954,0.0,3,4,4,4,3,3,6.70073110954781,6,0.0,4.8283137373023015,936.0,4,1,7.029087564149662,0.0,0.0,7.029087564149662,0.0,0.0,1,0,2,0.6931471805599453,3,5,2,0,3,1954.0,3,1.0,286.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,8,0,7.632885505395133,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,4.5217885770490405,9.41531995266272,1,1,0,0,4,2008,2008,5.54907608489522,2,4,2,4,3,6,0.0,6,0.0,7.257002707092073,1417.0,0,1,7.264730177929867,0.0,0.0,7.264730177929867,0.0,0.0,2,0,3,0.6931471805599453,0,6,6,0,3,2008.0,2,2.0,554.0,5,5,2,0.0,4.110873864173311,0.0,0.0,0.0,0.0,3,4,0.0,9,2,7.953669778649798,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13,4.330733340286331,9.18512512283512,1,1,3,0,4,1967,1967,0.0,3,4,4,4,0,0,5.993961427306569,5,6.175867270105761,4.61512051684126,980.0,2,1,6.8885724595653635,0.0,0.0,6.8885724595653635,0.0,0.0,2,0,3,0.6931471805599453,3,6,6,0,3,1967.0,0,1.0,384.0,5,5,2,4.23410650459726,0.0,0.0,0.0,0.0,0.0,3,4,0.0,1,0,7.581209826196346,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11,4.976733742420574,9.970445020661009,1,1,3,0,5,1923,2004,0.0,3,4,4,4,1,2,7.177782416195197,6,0.0,2.772588722239781,1324.0,0,1,6.9782137426306985,6.22455842927536,0.0,7.3632795869630385,2.0,0.0,1,1,3,0.6931471805599453,2,6,6,1,5,1923.0,2,2.0,528.0,5,5,2,0.0,5.746203190540153,0.0,0.0,0.0,0.0,3,4,0.0,7,3,7.972810784121404,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13,4.454347296253507,9.503084610020228,1,1,3,0,4,1966,1966,6.954638864880987,3,4,4,4,0,0,6.248042874508429,1,4.859812404361672,5.942799375126701,1024.0,4,1,6.99117688712121,0.0,0.0,6.99117688712121,1.0,0.0,1,0,3,0.6931471805599453,3,6,6,1,2,1966.0,2,2.0,484.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,8,0,7.65491704784832,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12,4.51085950651685,8.999742789830492,1,1,3,0,4,1898,1965,0.0,3,4,4,4,3,6,0.0,6,0.0,6.745236349484363,849.0,4,0,6.98100574072173,6.96979066990159,0.0,7.668093709082406,0.0,0.0,2,0,2,1.3862943611198906,3,11,6,0,3,1910.0,3,2.0,360.0,1,4,0,3.713572066704308,5.056245805348308,0.0,0.0,0.0,0.0,3,2,0.0,2,3,8.002359546252707,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,4.3694478524670215,9.224341891611996,1,1,3,0,5,1974,1999,4.605170185988092,3,4,4,4,3,0,6.498282149476434,3,5.934894195619588,0.0,1040.0,1,1,7.177782416195197,0.0,0.0,7.177782416195197,1.0,0.0,1,1,3,0.6931471805599453,2,5,6,1,1,1974.0,2,2.0,484.0,5,5,2,5.583496308781699,0.0,0.0,0.0,0.0,6.47543271670409,1,0,0.0,0,0,7.762170607138205,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,4.2626798770413155,8.398184404834035,1,1,3,0,4,2004,2004,5.135798437050262,2,4,2,4,1,2,6.4967749901858625,6,0.0,5.231108616854587,848.0,0,1,6.744059186311348,0.0,0.0,6.744059186311348,1.0,0.0,1,0,1,0.6931471805599453,2,4,6,1,2,2004.0,0,2.0,420.0,5,5,2,4.948759890378168,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,2,7.436617265234227,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,4.204692619390966,9.072571442231286,0,1,3,1,4,1952,1952,0.0,1,4,4,4,0,6,0.0,6,0.0,6.293419278846481,540.0,4,0,6.951772164398911,0.0,0.0,6.951772164398911,0.0,0.0,1,0,2,0.6931471805599453,1,4,6,0,3,1952.0,3,2.0,504.0,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4.007333185232471,8,4,7.368339686311381,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
